FN_UIDMS,KWONS,"08/24/2015 15:27:34",LEE DELPHINA,"04/10/2014 12:46:29",{818A22CF-75BB-49E8-A2E1-2F35718F87D9}
FN_UIDMS,KWONS,"08/24/2015 15:27:34",LEE DELPHINA,"04/10/2014 12:46:29",{818A22CF-75BB-49E8-A2E1-2F35718F87D9}
FN_UIDMS,KWONS,"08/24/2015 15:27:34",LEE DELPHINA,"04/10/2014 12:46:29",{818A22CF-75BB-49E8-A2E1-2F35718F87D9}
FN_UIDMS,KWONS,"08/24/2015 15:27:34",LEE DELPHINA,"04/10/2014 12:46:29",{818A22CF-75BB-49E8-A2E1-2F35718F87D9}
FN_UIDMS,KWONS,"08/24/2015 15:27:34",LEE DELPHINA,"04/10/2014 12:46:29",{818A22CF-75BB-49E8-A2E1-2F35718F87D9}
FN_UIDMS,KWONS,"08/24/2015 15:27:34",LEE DELPHINA,"04/10/2014 12:46:29",{818A22CF-75BB-49E8-A2E1-2F35718F87D9}
FN_UIDMS,KWONS,"08/24/2015 15:27:34",LEE DELPHINA,"04/10/2014 12:46:29",{818A22CF-75BB-49E8-A2E1-2F35718F87D9}
FN_UIDMS,KWONS,"08/24/2015 15:27:34",LEE DELPHINA 308764558,"04/10/2014 12:46:29",{818A22CF-75BB-49E8-A2E1-2F35718F87D9}
FN_UIDMS,KWONS,"08/31/2015 08:31:03",313120150808089,"08/31/2015 08:31:03",DOC
FN_UIDMS,KWONS,"08/31/2015 08:31:03",313120150808089,"08/31/2015 08:31:03",DOC
FN_UIDMS,KWONS,"08/31/2015 08:31:03",313120150808089,"08/31/2015 08:31:03",DOC
FN_UIDMS,KWONS,"08/31/2015 08:31:03",313120150808089,"08/31/2015 08:31:03",DOC
FN_UIDMS,KWONS,"08/31/2015 09:11:34",m6ks3gklfbjmm7r79mflo4oor3,"08/31/2015 09:11:34",DOC
FN_UIDMS,KWONS,"08/31/2015 09:11:34",1m53mcmna10gr2rd27pe5pb8et,"08/31/2015 09:11:34",DOC
FN_UIDMS,KWONS,"08/31/2015 09:11:34",nj8ut3k44bgpkvnv2eu8c3ltpa,"08/31/2015 09:11:34",DOC
FN_UIDMS,KWONS,"08/31/2015 09:11:34",i5sn9o99feo22p001mnl6puqvl,"08/31/2015 09:11:34",DOC
FN_UIDMS,KWONS,"08/31/2015 09:11:34",ibbuntp8ofmf208ikrofbu6dl9,"08/31/2015 09:11:34",DOC
FN_UIDMS,KWONS,"08/31/2015 09:11:34",9fj21thg30uls4u5j2cibs1jo7,"08/31/2015 09:11:34",DOC
FN_UIDMS,KWONS,"08/31/2015 09:11:34",d8q5mctefl7hvbct13j7i56v85,"08/31/2015 09:11:34",DOC
FN_UIDMS,KWONS,"08/31/2015 09:11:34",p9pcfbbfa668ehcsi6jtjvqjsq,"08/31/2015 09:11:34",DOC
